Retailer,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,2021-05-24,West,Arizona,Phoenix,Women's Apparel,53.0,124,6572.0,1905.0,0.29,Outlet
Foot Locker,2021-06-23,West,Arizona,Phoenix,Men's Street Footwear,37.0,194,7178.0,2799.0,0.38999999999999996,Outlet
Foot Locker,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,143,5148.0,2162.0,0.42000000000000004,Outlet
Foot Locker,2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,41.0,147,6027.0,2290.0,0.38,Outlet
Foot Locker,2021-06-23,West,Arizona,Phoenix,Women's Athletic Footwear,38.0,105,3990.0,1595.0,0.39999999999999997,Outlet
Foot Locker,2021-06-23,West,Arizona,Phoenix,Men's Apparel,43.0,72,3096.0,1052.0,0.33999999999999997,Outlet
Foot Locker,2021-06-23,West,Arizona,Phoenix,Women's Apparel,46.0,158,7268.0,2253.0,0.31,Outlet
Foot Locker,2021-07-22,West,Arizona,Phoenix,Men's Street Footwear,40.0,216,8640.0,3196.0,0.37,Outlet
Foot Locker,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,40.0,163,6520.0,2999.0,0.46,Outlet
Foot Locker,2021-07-22,West,Arizona,Phoenix,Women's Street Footwear,39.0,157,6123.0,2387.0,0.38999999999999996,Outlet
Foot Locker,2021-07-22,West,Arizona,Phoenix,Women's Athletic Footwear,36.0,113,4068.0,1545.0,0.38,Outlet
Foot Locker,2021-07-22,West,Arizona,Phoenix,Men's Apparel,40.0,145,5800.0,2146.0,0.37,Outlet
Foot Locker,2021-07-22,West,Arizona,Phoenix,Women's Apparel,46.0,145,6670.0,2001.0,0.3,Outlet
Foot Locker,2021-08-23,West,Arizona,Phoenix,Men's Street Footwear,41.0,194,7954.0,3181.0,0.39999999999999997,Outlet
Foot Locker,2021-08-23,West,Arizona,Phoenix,Men's Athletic Footwear,46.0,190,8740.0,3670.0,0.42000000000000004,Outlet
Foot Locker,2021-08-23,West,Arizona,Phoenix,Women's Street Footwear,37.0,153,5661.0,2321.0,0.41,Outlet
Foot Locker,2021-08-23,West,Arizona,Phoenix,Women's Athletic Footwear,43.0,120,5160.0,2167.0,0.42,Outlet
Foot Locker,2021-08-23,West,Arizona,Phoenix,Men's Apparel,45.0,136,6120.0,2264.0,0.37,Outlet
Foot Locker,2021-08-23,West,Arizona,Phoenix,Women's Apparel,48.0,131,6288.0,1760.0,0.28,Outlet
Foot Locker,2021-09-24,West,Arizona,Phoenix,Men's Street Footwear,35.0,184,6440.0,2704.0,0.42,Outlet
Foot Locker,2021-09-24,West,Arizona,Phoenix,Men's Athletic Footwear,34.0,201,6834.0,3211.0,0.47000000000000003,Outlet
Foot Locker,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,34.0,145,4930.0,1824.0,0.37,Outlet
Foot Locker,2021-09-24,West,Arizona,Phoenix,Women's Athletic Footwear,33.0,124,4092.0,1514.0,0.37,Outlet
Foot Locker,2021-09-24,West,Arizona,Phoenix,Men's Apparel,41.0,128,5248.0,1731.0,0.32999999999999996,Outlet
Foot Locker,2021-09-24,West,Arizona,Phoenix,Women's Apparel,43.0,132,5676.0,1816.0,0.32,Outlet
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Street Footwear,36.0,170,6120.0,2570.0,0.42,Outlet
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,33.0,175,5775.0,2425.0,0.42000000000000004,Outlet
Foot Locker,2021-10-23,West,Arizona,Phoenix,Women's Street Footwear,31.0,111,3441.0,1273.0,0.37,Outlet
Foot Locker,2021-10-23,West,Arizona,Phoenix,Women's Athletic Footwear,32.0,102,3264.0,1272.0,0.38999999999999996,Outlet
Foot Locker,2021-10-23,West,Arizona,Phoenix,Men's Apparel,44.0,88,3872.0,1432.0,0.37,Outlet
Foot Locker,2021-10-23,West,Arizona,Phoenix,Women's Apparel,47.0,107,5029.0,1458.0,0.29,Outlet
Foot Locker,2021-11-23,West,Arizona,Phoenix,Men's Street Footwear,31.0,150,4650.0,1767.0,0.38,Outlet
Foot Locker,2021-11-23,West,Arizona,Phoenix,Men's Athletic Footwear,38.0,163,6194.0,2911.0,0.47000000000000003,Outlet
Foot Locker,2021-11-23,West,Arizona,Phoenix,Women's Street Footwear,33.0,124,4092.0,1595.0,0.38999999999999996,Outlet
Foot Locker,2021-11-23,West,Arizona,Phoenix,Women's Athletic Footwear,33.0,116,3828.0,1607.0,0.42,Outlet
Foot Locker,2021-11-23,West,Arizona,Phoenix,Men's Apparel,44.0,99,4356.0,1568.0,0.36,Outlet
Foot Locker,2021-11-23,West,Arizona,Phoenix,Women's Apparel,39.0,140,5460.0,1528.0,0.28,Outlet
Foot Locker,2021-12-22,West,Arizona,Phoenix,Men's Street Footwear,35.0,194,6790.0,2716.0,0.39999999999999997,Outlet
Foot Locker,2021-12-22,West,Arizona,Phoenix,Men's Athletic Footwear,33.0,213,7029.0,3233.0,0.46,Outlet
Kohl's,2021-12-22,West,Arizona,Phoenix,Women's Street Footwear,35.0,136,4760.0,1951.0,0.41,Outlet
Kohl's,2021-12-22,West,Arizona,Phoenix,Women's Athletic Footwear,32.0,128,4096.0,1679.0,0.41,Outlet
Kohl's,2021-12-22,West,Arizona,Phoenix,Men's Apparel,42.0,109,4578.0,1556.0,0.33999999999999997,Outlet
Kohl's,2021-12-22,West,Arizona,Phoenix,Women's Apparel,43.0,135,5805.0,1625.0,0.28,Outlet
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,27.0,152,4104.0,1682.45,0.41,Outlet
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,30.0,147,4410.0,2072.0,0.47000000000000003,Outlet
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,32.0,157,5024.0,1959.0,0.38999999999999996,Outlet
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Athletic Footwear,30.0,101,3030.0,1151.0,0.38,Outlet
Kohl's,2021-01-26,West,Arizona,Phoenix,Men's Apparel,33.0,94,3102.0,1147.0,0.37,Outlet
Kohl's,2021-01-26,West,Arizona,Phoenix,Women's Apparel,36.0,166,5976.0,1613.0,0.27,Outlet
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Street Footwear,27.0,173,4671.0,1868.0,0.39999999999999997,Outlet
Kohl's,2021-02-26,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,136,4896.0,2301.0,0.47000000000000003,Outlet
Kohl's,2021-02-26,West,Arizona,Phoenix,Women's Street Footwear,35.0,132,4620.0,1847.0,0.39999999999999997,Outlet
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,29.0,91,2639.0,976.0,0.37,Outlet
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Men's Apparel,34.0,62,2108.0,867.1,0.32,Outlet
Kohl's,2021-02-26,West,New Mexico,Albuquerque,Women's Apparel,35.0,140,4900.0,1372.0,0.28,Outlet
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,187,5610.0,2300.0,0.41,Outlet
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,36.0,136,4896.0,2203.0,0.45,Outlet
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,124,5456.0,2073.0,0.38,Outlet
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,88,3256.0,1269.0,0.38999999999999996,Outlet
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Men's Apparel,41.0,53,2173.0,867.1,0.32,Outlet
Kohl's,2021-03-25,West,New Mexico,Albuquerque,Women's Apparel,44.0,131,5764.0,1786.0,0.31,Outlet
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Men's Street Footwear,41.0,165,6765.0,2841.0,0.42,Outlet
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,43.0,109,4687.0,2156.0,0.46,Outlet
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,140,6160.0,2587.0,0.42,Outlet
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,96,3552.0,1385.0,0.38999999999999996,Outlet
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Men's Apparel,46.0,60,2760.0,965.0,0.35,Outlet
Kohl's,2021-04-26,West,New Mexico,Albuquerque,Women's Apparel,56.0,116,6496.0,1818.0,0.28,Outlet
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Men's Street Footwear,43.0,184,7912.0,3243.0,0.41,Outlet
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,46.0,136,6256.0,2627.0,0.42000000000000004,Outlet
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,135,6210.0,2546.0,0.41,Outlet
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,43.0,109,4687.0,1921.0,0.41,Outlet
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,45.0,78,3510.0,1228.0,0.35,Outlet
Kohl's,2021-05-27,West,New Mexico,Albuquerque,Women's Apparel,56.0,132,7392.0,2143.0,0.29,Outlet
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Men's Street Footwear,37.0,224,8288.0,3232.0,0.38999999999999996,Outlet
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,47.0,187,8789.0,3779.0,0.43000000000000005,Outlet
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Women's Street Footwear,41.0,193,7913.0,3165.0,0.39999999999999997,Outlet
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,128,4736.0,1894.0,0.39999999999999997,Outlet
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Men's Apparel,44.0,93,4092.0,1432.0,0.35,Outlet
Kohl's,2021-06-26,West,New Mexico,Albuquerque,Women's Apparel,50.0,192,9600.0,2688.0,0.28,Outlet
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,41.0,248,10168.0,3965.0,0.38999999999999996,Outlet
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,45.0,210,9450.0,4063.0,0.43000000000000005,Outlet
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Street Footwear,39.0,171,6669.0,2467.0,0.37,Outlet
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,39.0,149,5811.0,2440.0,0.42,Outlet
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,40.0,160,6400.0,2048.0,0.32,Outlet
Kohl's,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,49.0,160,7840.0,2508.0,0.32,Outlet
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Street Footwear,40.0,224,8960.0,3315.0,0.37,Outlet
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,44.0,208,9152.0,4026.0,0.44,Outlet
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,163,7498.0,2999.0,0.39999999999999997,Outlet
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,46.0,152,6992.0,2587.0,0.37,Outlet
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,48.0,162,7776.0,2643.0,0.33999999999999997,Outlet
Kohl's,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,50.0,153,7650.0,2448.0,0.32,Outlet
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Street Footwear,37.0,206,7622.0,3201.0,0.42,Outlet
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Athletic Footwear,39.0,188,7332.0,3372.0,0.46,Outlet
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,39.0,147,5733.0,2407.0,0.42,Outlet
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,145,5365.0,2199.0,0.41,Outlet
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,40.0,145,5800.0,2029.0,0.35,Outlet
Kohl's,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,48.0,157,7536.0,2260.0,0.3,Outlet
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Street Footwear,35.0,171,5985.0,2214.0,0.37,Outlet
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,38.0,182,6916.0,2973.0,0.43000000000000005,Outlet
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Street Footwear,34.0,120,4080.0,1631.0,0.39999999999999997,Outlet
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,35.0,112,3920.0,1646.0,0.42,Outlet
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Men's Apparel,41.0,114,4674.0,1542.0,0.32999999999999996,Outlet
Kohl's,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,57.0,131,7467.0,2314.0,0.31,Outlet
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Street Footwear,47.0,176,8272.0,3391.0,0.41,Outlet
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Athletic Footwear,44.0,180,7920.0,3405.0,0.43000000000000005,Outlet
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,149,6854.0,2535.0,0.37,Outlet
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,40.0,136,5440.0,2230.0,0.41,Outlet
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Men's Apparel,54.0,131,7074.0,2617.0,0.37,Outlet
Kohl's,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,56.0,170,9520.0,2856.0,0.3,Outlet
Kohl's,2021-12-25,West,New Mexico,Albuquerque,Men's Street Footwear,44.0,238,10472.0,4398.0,0.42,Outlet
Kohl's,2021-12-25,West,New Mexico,Albuquerque,Men's Athletic Footwear,47.0,217,10199.0,4793.0,0.47000000000000003,Outlet
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Street Footwear,44.0,150,6600.0,2706.0,0.41,Outlet
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,45.0,160,7200.0,2879.0,0.39999999999999997,Outlet
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Men's Apparel,55.0,128,7040.0,2323.0,0.32999999999999996,Outlet
Sports Direct,2021-12-25,West,New Mexico,Albuquerque,Women's Apparel,56.0,173,9688.0,2615.0,0.27,Outlet
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,24.0,149,3706.35,1682.45,0.46,Outlet
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,140,3780.0,1776.0,0.47000000000000003,Outlet
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Street Footwear,32.0,140,4480.0,1881.0,0.42,Outlet
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Athletic Footwear,28.0,99,2772.0,1164.0,0.42000000000000004,Outlet
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,35.0,75,2625.0,1050.0,0.39999999999999997,Outlet
Sports Direct,2021-01-13,West,New Mexico,Albuquerque,Women's Apparel,28.0,140,3920.0,1343.0,0.32,Outlet
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,23.0,150,3706.35,1682.45,0.43000000000000005,Outlet
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,27.0,124,3348.0,1540.0,0.46,Outlet
Sports Direct,2021-02-13,West,New Mexico,Albuquerque,Women's Street Footwear,28.0,120,3360.0,1377.0,0.41,Outlet
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,30.0,80,2400.0,1056.0,0.44,Outlet
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Men's Apparel,34.0,60,2064.55,867.1,0.38999999999999996,Outlet
Sports Direct,2021-02-13,Southeast,Georgia,Atlanta,Women's Apparel,28.0,131,3668.0,1343.0,0.29,Outlet
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Street Footwear,30.0,163,4890.0,2102.0,0.43000000000000005,Outlet
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.0,113,4181.0,1839.0,0.44,Outlet
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,124,4836.0,1837.0,0.38,Outlet
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,38.0,78,2964.0,1333.0,0.45,Outlet
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Men's Apparel,41.0,46,2064.55,867.1,0.41,Outlet
Sports Direct,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,40.0,112,4480.0,1343.0,0.29,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,179,6623.0,2847.0,0.43000000000000005,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,111,4440.0,1864.0,0.42000000000000004,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Street Footwear,36.0,113,4068.0,1505.0,0.37,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,96,3840.0,1728.0,0.45,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Men's Apparel,38.0,56,2128.0,893.0,0.42,Outlet
Sports Direct,2021-04-13,Southeast,Georgia,Atlanta,Women's Apparel,56.0,112,6272.0,1756.0,0.28,Outlet
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,187,6919.0,3182.0,0.46,Outlet
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,36.0,136,4896.0,2203.0,0.45,Outlet
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,40.0,145,5800.0,2261.0,0.38999999999999996,Outlet
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,34.0,114,3876.0,1666.0,0.43000000000000005,Outlet
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Men's Apparel,39.0,74,2886.0,1212.0,0.42,Outlet
Sports Direct,2021-05-14,Southeast,Georgia,Atlanta,Women's Apparel,53.0,124,6572.0,2037.0,0.31,Outlet
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,35.0,203,7105.0,3055.0,0.43000000000000005,Outlet
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,41.0,163,6683.0,2940.0,0.44,Outlet
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,158,6162.0,2341.0,0.38,Outlet
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,33.0,132,4356.0,1873.0,0.43000000000000005,Outlet
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Men's Apparel,42.0,94,3948.0,1539.0,0.38999999999999996,Outlet
Sports Direct,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,53.0,190,10070.0,3222.0,0.32,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Street Footwear,37.0,218,8066.0,3710.0,0.46,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,37.0,173,6401.0,2944.0,0.46,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Street Footwear,41.0,184,7544.0,3093.0,0.41,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,39.0,128,4992.0,2246.0,0.45,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,39.0,162,6318.0,2400.0,0.38,Outlet
Sports Direct,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,51.0,157,8007.0,2322.0,0.29,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Street Footwear,39.0,209,8151.0,3749.0,0.46,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,44.0,200,8800.0,3696.0,0.42000000000000004,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Street Footwear,42.0,150,6300.0,2646.0,0.42,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,42.0,149,6258.0,2816.0,0.45,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Men's Apparel,51.0,140,7140.0,2784.0,0.38999999999999996,Outlet
Sports Direct,2021-08-13,Southeast,Georgia,Atlanta,Women's Apparel,50.0,128,6400.0,1855.0,0.29,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Street Footwear,31.0,204,6324.0,2909.0,0.46,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38.0,198,7524.0,3310.0,0.44,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Street Footwear,32.0,135,4320.0,1598.0,0.37,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.0,120,4200.0,1932.0,0.46,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Men's Apparel,36.0,132,4752.0,1758.0,0.37,Outlet
Sports Direct,2021-09-14,Southeast,Georgia,Atlanta,Women's Apparel,46.0,135,6210.0,1863.0,0.3,Outlet
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Street Footwear,34.0,173,5882.0,2705.0,0.46,Outlet
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,34.0,173,5882.0,2470.0,0.42000000000000004,Outlet
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Street Footwear,32.0,123,3936.0,1495.0,0.38,Outlet
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,32.0,114,3648.0,1605.0,0.44,Outlet
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Men's Apparel,41.0,102,4182.0,1672.0,0.39999999999999997,Outlet
Sports Direct,2021-10-13,Southeast,Georgia,Atlanta,Women's Apparel,46.0,109,5014.0,1554.0,0.31,Outlet
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Street Footwear,36.0,173,6228.0,2615.0,0.42000000000000004,Outlet
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40.0,184,7360.0,3238.0,0.44,Outlet
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,145,5655.0,2262.0,0.39999999999999997,Outlet
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37.0,140,5180.0,2382.0,0.46,Outlet
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Men's Apparel,47.0,119,5593.0,2125.0,0.38,Outlet
Sports Direct,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,46.0,157,7222.0,2094.0,0.29,Outlet
Sports Direct,2021-12-12,Southeast,Georgia,Atlanta,Men's Street Footwear,42.0,209,8778.0,4125.0,0.47000000000000003,Outlet
Sports Direct,2021-12-12,Southeast,Georgia,Atlanta,Men's Athletic Footwear,39.0,223,8697.0,4087.0,0.47000000000000003,Outlet
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,36.0,147,5292.0,2222.0,0.42,Outlet
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,143,5720.0,2459.0,0.43000000000000005,Outlet
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Men's Apparel,44.0,120,5280.0,2006.0,0.38,Outlet
Foot Locker,2021-12-12,Southeast,Georgia,Atlanta,Women's Apparel,47.0,160,7520.0,2256.0,0.3,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Street Footwear,26.0,349,9074.0,4264.0,0.47000000000000003,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Athletic Footwear,30.0,256,7680.0,3071.0,0.39999999999999997,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,24.0,264,6336.0,2027.0,0.32,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Women's Athletic Footwear,25.0,209,5225.0,1828.0,0.35,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Men's Apparel,35.0,247,8645.0,3371.0,0.38999999999999996,Outlet
Foot Locker,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,8430.0,4467.0,0.53,Outlet
Foot Locker,2021-02-07,Southeast,Georgia,Atlanta,Men's Street Footwear,31.0,376,11656.0,5594.0,0.48,Outlet
Foot Locker,2021-02-07,Southeast,Georgia,Atlanta,Men's Athletic Footwear,27.0,247,6669.0,2534.0,0.38,Outlet
Foot Locker,2021-02-07,Southeast,Georgia,Atlanta,Women's Street Footwear,21.0,248,5208.0,1562.0,0.3,Outlet
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,19.0,98,1862.0,856.0,0.46,Outlet
Foot Locker,2021-02-18,South,Mississippi,Jackson,Men's Apparel,28.0,136,3536.0,1379.0,0.38999999999999996,Outlet
Foot Locker,2021-02-18,South,Mississippi,Jackson,Women's Apparel,24.0,160,3200.0,1824.0,0.5700000000000001,Outlet
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,20.0,223,4460.0,2051.0,0.46,Outlet
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,128,2560.0,1024.72,0.38999999999999996,Outlet
Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,14.0,136,1886.54,860.6200000000001,0.47000000000000003,Outlet
Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,18.0,85,1455.3000000000002,667.0,0.45,Outlet
Foot Locker,2021-03-16,South,Mississippi,Jackson,Men's Apparel,28.0,104,2600.0,962.0,0.37,Outlet
Foot Locker,2021-03-16,South,Mississippi,Jackson,Women's Apparel,24.0,136,2955.36,1343.0,0.54,Outlet
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,20.0,223,4237.0,1864.0,0.44,Outlet
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,116,2320.0,1024.72,0.39999999999999997,Outlet
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,14.0,124,1886.54,860.6200000000001,0.45,Outlet
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,18.0,96,1536.0,667.0,0.43000000000000005,Outlet
Foot Locker,2021-04-17,South,Mississippi,Jackson,Men's Apparel,30.0,98,2940.0,1176.0,0.39999999999999997,Outlet
Foot Locker,2021-04-17,South,Mississippi,Jackson,Women's Apparel,24.0,147,3234.0,1714.0,0.53,Outlet
Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,27.0,238,6426.0,2698.0,0.42000000000000004,Outlet
Foot Locker,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,28.0,140,3920.0,1607.0,0.41,Outlet
Foot Locker,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,26.0,136,3536.0,1520.0,0.43000000000000005,Outlet
